"Proteins Unique Sequence ID"	"Checked"	"Protein FDR Confidence: Combined"	"Master"	"Accession"	"Description"	"Exp. q-value: Combined"	"Sum PEP Score"	"Coverage [%]"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# AAs"	"MW [kDa]"	"calc. pI"	"Score Mascot: Mascot"	"# Peptides (by Search Engine): Mascot"	"Biological Process"	"Cellular Component"	"Molecular Function"	"Pfam IDs"	"Entrez Gene ID"	"Gene ID"	"Ensembl Gene ID"	"Gene Symbol"	"WikiPathways"	"Reactome Pathways"	"# Protein Pathway Groups"	"Abundance Ratio: (head) / (body)"	"Abundance Ratio: (mucus) / (body)"	"Abundance Ratio: (pharynx) / (body)"	"Abundance Ratio: (mucus) / (head)"	"Abundance Ratio: (pharynx) / (head)"	"Abundance Ratio: (pharynx) / (mucus)"	"Abundance Ratio Adj. P-Value: (head) / (body)"	"Abundance Ratio Adj. P-Value: (mucus) / (body)"	"Abundance Ratio Adj. P-Value: (pharynx) / (body)"	"Abundance Ratio Adj. P-Value: (mucus) / (head)"	"Abundance Ratio Adj. P-Value: (pharynx) / (head)"	"Abundance Ratio Adj. P-Value: (pharynx) / (mucus)"	"Abundances (Grouped): body"	"Abundances (Grouped): head"	"Abundances (Grouped): mucus"	"Abundances (Grouped): pharynx"	"Abundances (Grouped) CV [%]: body"	"Abundances (Grouped) CV [%]: head"	"Abundances (Grouped) CV [%]: mucus"	"Abundances (Grouped) CV [%]: pharynx"	"Found in Sample: [S2] F2: Sample, 2, body"	"Found in Sample: [S6] F6: Sample, 6, body"	"Found in Sample: [S10] F10: Sample, 10, body"	"Found in Sample: [S1] F1: Sample, 1, head"	"Found in Sample: [S5] F5: Sample, 5, head"	"Found in Sample: [S9] F9: Sample, 9, head"	"Found in Sample: [S4] F4: Sample, 4, mucus"	"Found in Sample: [S8] F8: Sample, 8, mucus"	"Found in Sample: [S12] F12: Sample, 12, mucus"	"Found in Sample: [S3] F3: Sample, 3, pharynx"	"Found in Sample: [S7] F7: Sample, 7, pharynx"	"Found in Sample: [S11] F11: Sample, 11, pharynx"	"# Protein Groups"	"Modifications"
"-4502990236287210355"	"False"	"High"	"IsMasterProtein"	"SMED3_DN21086_c0_g2_i13.p1"	"SMED3_DN21086_c0_g2_i13.p1"	"0.000"	"19.560"	"7"	"5"	"39"	"5"	"729"	"84.4"	"7.78"	"372"	"5"	""	""	""	""	""	"SMED3_DN21086_c0_g2_i13.p1"	""	""	""	""	"0"	"1.474"	"0.010"	"0.479"	"0.010"	"0.325"	"100.000"	"0.901271129514938"	""	"0.999999999971976"	""	"0.43087403412415"	""	"8587851.21624193"	"12656085.9650491"	""	"4114873.51320611"	"19.04"	"47.43"	""	"50.03"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"1"	""
"7250425171335649919"	"False"	"High"	"IsMasterProtein"	"SMED3_DN10470_c0_g2_i6.p1"	"SMED3_DN10470_c0_g2_i6.p1"	"0.000"	"19.547"	"12"	"7"	"26"	"7"	"630"	"74.1"	"8.50"	"294"	"7"	""	""	""	""	""	"SMED3_DN10470_c0_g2_i6.p1"	""	""	""	""	"0"	"100.000"	"100.000"	"100.000"	"4.634"	"0.135"	"0.029"	""	""	""	"0.139871755439224"	"0.703670731535247"	"0.0315930834767667"	""	"10659549.0233473"	"49395466.4789671"	"1437192.50052281"	""	"68.13"	"19.92"	"21.02"	"Not Found"	"Not Found"	"Not Found"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"4396633424254630831"	"False"	"High"	"IsMasterProtein"	"SMED3_DN114881_c0_g1_i1.p1"	"SMED3_DN114881_c0_g1_i1.p1"	"0.000"	"19.538"	"30"	"4"	"62"	"4"	"152"	"17.0"	"8.35"	"509"	"4"	""	""	""	""	""	"SMED3_DN114881_c0_g1_i1.p1"	""	""	""	""	"0"	"1.988"	"13.877"	"1.954"	"6.982"	"0.983"	"0.141"	"0.949705928165682"	"0.0048281299247306"	"0.999999999971976"	"0.0192454074050438"	"0.999999999979186"	"0.0116430194270252"	"14334807.0783717"	"28492146.2223117"	"198931244.613832"	"28006783.3935424"	"66.27"	"15.21"	"7.42"	"35.27"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"6364871233336213279"	"False"	"High"	"IsMasterProtein"	"SMED3_DN130773_c0_g1_i1.p1"	"SMED3_DN130773_c0_g1_i1.p1"	"0.000"	"19.527"	"35"	"6"	"28"	"6"	"246"	"28.8"	"6.15"	"166"	"6"	""	""	""	""	""	"SMED3_DN130773_c0_g1_i1.p1"	""	""	""	""	"0"	"4.214"	"1.110"	"0.266"	"0.263"	"0.063"	"0.240"	""	""	""	""	"0.435718699278226"	""	"2308791.66666667"	"9729861.11127294"	"2561956.73347679"	"615268.656791633"	""	"28.09"	""	"76.54"	"High"	"Not Found"	"Not Found"	"High"	"High"	"High"	"Not Found"	"High"	"Not Found"	"High"	"High"	"Peak Found"	"1"	""
"3583325052942864960"	"False"	"High"	"IsMasterProtein"	"SMED3_DN22325_c0_g1_i5.p1"	"SMED3_DN22325_c0_g1_i5.p1"	"0.000"	"19.515"	"16"	"6"	"16"	"6"	"493"	"56.2"	"6.74"	"85"	"6"	""	""	""	""	""	"SMED3_DN22325_c0_g1_i5.p1"	""	""	""	""	"0"	"1.408"	"0.565"	"0.874"	"0.401"	"0.620"	"1.547"	""	""	""	""	"0.999999999979186"	""	"3078965.66666667"	"4335662.70802997"	"1738252.79618145"	"2689775.25615602"	""	"34.11"	""	"75.67"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"Not Found"	"High"	"Not Found"	"High"	"Peak Found"	"Peak Found"	"1"	""
"3285997804273048895"	"False"	"High"	"IsMasterProtein"	"SMED3_DN2995_c0_g2_i2.p1"	"SMED3_DN2995_c0_g2_i2.p1"	"0.000"	"19.504"	"34"	"5"	"56"	"5"	"151"	"17.1"	"10.24"	"388"	"5"	""	""	""	""	""	"SMED3_DN2995_c0_g2_i2.p1"	""	""	""	""	"0"	"2.259"	"0.714"	"1.264"	"0.316"	"0.560"	"1.770"	"0.464227868764148"	"0.445355116231434"	"0.999999999971976"	"0.0331850636674626"	"0.999999999979186"	"0.175226873120246"	"138589150.660436"	"313053947.249826"	"98959412.4159111"	"175158029.042099"	"23.71"	"27.08"	"19.93"	"17.92"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-7709841329288110572"	"False"	"High"	"IsMasterProtein"	"SMED3_DN18242_c0_g1_i2.p1"	"SMED3_DN18242_c0_g1_i2.p1"	"0.000"	"19.498"	"8"	"4"	"51"	"4"	"493"	"55.7"	"7.08"	"381"	"4"	""	""	""	""	""	"SMED3_DN18242_c0_g1_i2.p1"	""	""	""	""	"0"	"2.612"	"3.852"	"1.540"	"1.474"	"0.589"	"0.400"	"0.236882655704573"	"0.00797629604311422"	"0.999999999971976"	"0.291430581000973"	"0.791595561942985"	"0.0270572109705998"	"13198593.6988213"	"34478344.6627692"	"50836534.5882958"	"20322383.2153637"	"36.31"	"23.03"	"6.41"	"8.99"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-7760026256278189859"	"False"	"High"	"IsMasterProtein"	"SMED3_DN1377_c2_g1_i2.p1"	"SMED3_DN1377_c2_g1_i2.p1"	"0.000"	"19.495"	"36"	"6"	"28"	"6"	"199"	"23.0"	"7.96"	"153"	"6"	""	""	""	""	""	"SMED3_DN1377_c2_g1_i2.p1"	""	""	""	""	"0"	"6.437"	"1.136"	"2.492"	"0.177"	"0.387"	"2.193"	"0.990359844247883"	"0.999999997659797"	"0.999999999971976"	"0.53900996280203"	"0.999999999979186"	"0.999999999609416"	"1204807.92820251"	"7755112.77644403"	"1369258.48712027"	"3002420.34933478"	"138.32"	"39.87"	"79.94"	"59.20"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"1"	""
"-641059528128673440"	"False"	"High"	"IsMasterProtein"	"SMED3_DN6590_c0_g2_i2.p1"	"SMED3_DN6590_c0_g2_i2.p1"	"0.000"	"19.465"	"35"	"5"	"59"	"4"	"216"	"24.4"	"8.53"	"560"	"5"	""	""	""	""	""	"SMED3_DN6590_c0_g2_i2.p1"	""	""	""	""	"0"	"3.640"	"1.460"	"1.566"	"0.401"	"0.430"	"1.072"	"0.0927296814988854"	"0.397852359660358"	"0.999999999971976"	"0.0984759979710873"	"0.417932890424512"	"0.999999999609416"	"8233595.24535455"	"29967229.4065211"	"12024541.6713255"	"12893796.5802732"	"26.82"	"23.88"	"16.32"	"36.71"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"3929827833210844128"	"False"	"High"	"IsMasterProtein"	"SMED3_DN7741_c0_g1_i1.p1"	"SMED3_DN7741_c0_g1_i1.p1"	"0.000"	"19.462"	"34"	"3"	"20"	"3"	"116"	"12.7"	"8.03"	"132"	"3"	""	""	""	""	""	"SMED3_DN7741_c0_g1_i1.p1"	""	""	""	""	"0"	"3.114"	"41.340"	"2.035"	"13.274"	"0.653"	"0.049"	""	"0.0681264737842826"	"0.999999999971976"	""	""	"0.116750225529999"	"1377325.59715585"	"4289357.17489172"	"56938153.8593602"	"2802708.00171008"	"101.91"	""	"24.32"	"13.07"	"High"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"High"	"High"	"High"	"High"	"Not Found"	"High"	"1"	""
"-5753051798668318644"	"False"	"High"	"IsMasterProtein"	"SMED3_DN5725_c1_g1_i11.p1"	"SMED3_DN5725_c1_g1_i11.p1"	"0.000"	"19.453"	"22"	"5"	"37"	"5"	"250"	"29.5"	"8.78"	"259"	"5"	""	""	""	""	""	"SMED3_DN5725_c1_g1_i11.p1"	""	""	""	""	"0"	"1.430"	"2.101"	"0.861"	"1.469"	"0.602"	"0.410"	"0.999999960808529"	"0.546057034523971"	"0.999999999971976"	"0.999999960583619"	"0.999999999979186"	"0.441113938674078"	"59328944.735722"	"84865855.7775754"	"124650395.559995"	"51059071.2741761"	"68.91"	"58.98"	"6.01"	"43.74"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-3436062894269313433"	"False"	"High"	"IsMasterProtein"	"SMED3_DN2310_c0_g1_i4.p1"	"SMED3_DN2310_c0_g1_i4.p1"	"0.000"	"19.434"	"12"	"6"	"17"	"6"	"634"	"72.4"	"7.74"	"118"	"6"	""	""	""	""	""	"SMED3_DN2310_c0_g1_i4.p1"	""	""	""	""	"0"	"7.472"	"4.456"	"0.010"	"0.596"	"0.010"	"0.010"	""	""	""	"0.798398133357159"	""	""	"1071651.25"	"8007180.77925286"	"4774884.8915488"	""	""	"55.30"	"24.03"	""	"High"	"Not Found"	"Not Found"	"High"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"-5791440294863775520"	"False"	"High"	"IsMasterProtein"	"SMED3_DN1199_c0_g3_i2.p1"	"SMED3_DN1199_c0_g3_i2.p1"	"0.000"	"19.394"	"16"	"5"	"46"	"5"	"326"	"36.9"	"7.40"	"624"	"5"	""	""	""	""	""	"SMED3_DN1199_c0_g3_i2.p1"	""	""	""	""	"0"	"13.296"	"80.592"	"1.716"	"6.061"	"0.129"	"0.021"	"0.430909331741129"	"0.0229146926809539"	"0.999999999971976"	"0.246985495652268"	"0.661115631086667"	"0.0222451120279887"	"2774311.42725311"	"36888132.4512541"	"223586229.483199"	"4761945.35584942"	"125.27"	"22.62"	"12.06"	"43.23"	"High"	"Peak Found"	"Not Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"1"	""
"-4712421495628036839"	"False"	"High"	"IsMasterProtein"	"SMED3_DN6974_c0_g1_i1.p1"	"SMED3_DN6974_c0_g1_i1.p1"	"0.000"	"19.389"	"6"	"6"	"19"	"6"	"1043"	"116.2"	"8.54"	"139"	"6"	""	""	""	""	""	"SMED3_DN6974_c0_g1_i1.p1"	""	""	""	""	"0"	"2.586"	"2.171"	"1.071"	"0.840"	"0.414"	"0.494"	"0.883905838692876"	"0.999999997659797"	"0.999999999971976"	"0.999999960583619"	"0.999999999979186"	"0.999999999609416"	"1291305.03935722"	"3339500.9973398"	"2803552.57316543"	"1383573.18527756"	"95.73"	"64.18"	"91.42"	"45.68"	"High"	"Peak Found"	"Not Found"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"1"	""
"820118698476078516"	"False"	"High"	"IsMasterProtein"	"SMED3_DN6140_c0_g1_i1.p1"	"SMED3_DN6140_c0_g1_i1.p1"	"0.000"	"19.379"	"26"	"6"	"49"	"6"	"209"	"24.0"	"7.39"	"345"	"6"	""	""	""	""	""	"SMED3_DN6140_c0_g1_i1.p1"	""	""	""	""	"0"	"0.308"	"0.193"	"0.613"	"0.625"	"1.989"	"3.180"	"0.9957984395035"	"0.284625118926941"	"0.999999999971976"	"0.844001406749508"	"0.999999999979186"	"0.452087991379186"	"68211260.5328667"	"21020336.6378987"	"13144039.3997519"	"41799024.595916"	"66.03"	"10.48"	"24.59"	"37.41"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"1"	""
"-8937728286256011693"	"False"	"High"	"IsMasterProtein"	"SMED3_DN146172_c0_g1_i1.p1"	"SMED3_DN146172_c0_g1_i1.p1"	"0.000"	"19.371"	"31"	"4"	"51"	"4"	"160"	"18.4"	"10.52"	"506"	"4"	""	""	""	""	""	"SMED3_DN146172_c0_g1_i1.p1"	""	""	""	""	"0"	"6.393"	"23.923"	"3.849"	"3.742"	"0.602"	"0.161"	"0.512620606953742"	"0.0112908530810762"	"0.999999999971976"	"0.11807750441299"	"0.999999999979186"	"0.0490653703192448"	"12243913.0851169"	"78279882.9947594"	"292912939.449849"	"47126413.0287444"	"86.29"	"46.97"	"11.89"	"30.38"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-6486661426821724957"	"False"	"High"	"IsMasterProtein"	"SMED3_DN3594_c0_g1_i2.p1"	"SMED3_DN3594_c0_g1_i2.p1"	"0.000"	"19.302"	"16"	"5"	"23"	"5"	"427"	"48.5"	"5.11"	"158"	"5"	""	""	""	""	""	"SMED3_DN3594_c0_g1_i2.p1"	""	""	""	""	"0"	"3.383"	"0.604"	"1.396"	"0.179"	"0.413"	"2.311"	"0.921663196333554"	"0.999999997659797"	"0.999999999971976"	"0.433793180952621"	"0.999999999979186"	"0.999999999609416"	"4383916.43500605"	"14831607.3288006"	"2647506.53684211"	"6118327.13859923"	"12.99"	"36.81"	"119.61"	"40.52"	"High"	"Not Found"	"Peak Found"	"High"	"High"	"High"	"Not Found"	"High"	"Peak Found"	"High"	"High"	"Peak Found"	"1"	""
"-7811896428559088341"	"False"	"High"	"IsMasterProtein"	"SMED3_DN10886_c0_g1_i2.p1"	"SMED3_DN10886_c0_g1_i2.p1"	"0.000"	"19.258"	"29"	"4"	"42"	"4"	"141"	"16.8"	"9.29"	"568"	"4"	""	""	""	""	""	"SMED3_DN10886_c0_g1_i2.p1"	""	""	""	""	"0"	"1.814"	"1.175"	"1.109"	"0.648"	"0.611"	"0.944"	"0.999999960808529"	"0.999999997659797"	"0.999999999971976"	"0.559460323507084"	"0.999999999979186"	"0.999999999609416"	"13987278.2701573"	"25371791.190307"	"16436719.7987225"	"15514579.0887818"	"30.88"	"24.83"	"63.37"	"37.97"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"1"	""
"3614261844309955321"	"False"	"High"	"IsMasterProtein"	"SMED3_DN145_c0_g1_i5.p1"	"SMED3_DN145_c0_g1_i5.p1"	"0.000"	"19.222"	"3"	"6"	"14"	"6"	"3470"	"380.3"	"7.69"	"100"	"6"	""	""	""	""	""	"SMED3_DN145_c0_g1_i5.p1"	""	""	""	""	"0"	"1.310"	"5.861"	"0.405"	"4.472"	"0.309"	"0.069"	"0.999999960808529"	"0.0425200638264763"	"0.999999999971976"	"0.0949555290654767"	"0.876134922681111"	"0.0198354367635495"	"1534438.58333333"	"2010779.61993292"	"8992919.80612467"	"622104.78895943"	"50.77"	"23.25"	"22.21"	"61.72"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"Peak Found"	"Not Found"	"Peak Found"	"1"	""
"9111739034251943579"	"False"	"High"	"IsMasterProtein"	"SMED3_DN5148_c0_g1_i1.p1"	"SMED3_DN5148_c0_g1_i1.p1"	"0.000"	"19.178"	"9"	"6"	"28"	"6"	"954"	"107.8"	"7.28"	"137"	"6"	""	""	""	""	""	"SMED3_DN5148_c0_g1_i1.p1"	""	""	""	""	"0"	"2.376"	"1.432"	"0.460"	"0.603"	"0.194"	"0.321"	""	""	""	""	"0.345012556990436"	""	"3589842.25"	"8529226.86067618"	"5141628.37367761"	"1650862.21083052"	""	"24.68"	""	"1.05"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"Peak Found"	"1"	""
"-7085080340873115910"	"False"	"High"	"IsMasterProtein"	"SMED3_DN25410_c3_g1_i2.p1"	"SMED3_DN25410_c3_g1_i2.p1"	"0.000"	"19.133"	"20"	"7"	"34"	"7"	"356"	"41.1"	"7.78"	"197"	"7"	""	""	""	""	""	"SMED3_DN25410_c3_g1_i2.p1"	""	""	""	""	"0"	"0.784"	"0.210"	"0.674"	"0.268"	"0.859"	"3.206"	"0.999999960808529"	"0.999999997659797"	"0.999999999971976"	"0.644539589114888"	"0.999999999979186"	"0.999999999609416"	"22536431.8571787"	"17666040.8056179"	"4734795.58948746"	"15181195.2831456"	"78.69"	"10.20"	"64.28"	"73.10"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"High"	"1"	""
"638207945901187550"	"False"	"High"	"IsMasterProtein"	"SMED3_DN16356_c0_g1_i3.p1"	"SMED3_DN16356_c0_g1_i3.p1"	"0.000"	"19.125"	"15"	"6"	"20"	"6"	"416"	"46.3"	"7.15"	"114"	"6"	""	""	""	""	""	"SMED3_DN16356_c0_g1_i3.p1"	""	""	""	""	"0"	"1.270"	"0.661"	"0.415"	"0.521"	"0.327"	"0.628"	""	""	""	""	"0.999999999979186"	""	"8791305.16666667"	"11167123.0719654"	"5814525.39056357"	"3652673.09557037"	""	"24.06"	""	"82.24"	"High"	"Not Found"	"Peak Found"	"High"	"High"	"High"	"Not Found"	"High"	"Peak Found"	"High"	"High"	"Peak Found"	"1"	""
"7404072301307655062"	"False"	"High"	"IsMasterProtein"	"SMED3_DN78911_c0_g1_i1.p1"	"SMED3_DN78911_c0_g1_i1.p1"	"0.000"	"19.117"	"41"	"5"	"40"	"2"	"132"	"15.5"	"4.65"	"316"	"5"	""	""	""	""	""	"SMED3_DN78911_c0_g1_i1.p1"	""	""	""	""	"0"	"6.003"	"5.044"	"3.675"	"0.840"	"0.612"	"0.729"	"0.921663196333554"	""	"0.999999999971976"	""	"0.999999999979186"	""	"1651854.88277284"	"9915441.72880502"	"8331770.9890274"	"6070893.17508893"	"119.16"	"46.19"	""	"41.75"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"Not Found"	"High"	"Not Found"	"High"	"Peak Found"	"High"	"1"	""
"8149620313939345015"	"False"	"High"	"IsMasterProtein"	"SMED3_DN457_c0_g1_i2.p1"	"SMED3_DN457_c0_g1_i2.p1"	"0.000"	"19.075"	"12"	"5"	"29"	"5"	"432"	"50.7"	"8.35"	"170"	"5"	""	""	""	""	""	"SMED3_DN457_c0_g1_i2.p1"	""	""	""	""	"0"	"0.758"	"0.663"	"1.567"	"0.874"	"2.066"	"2.363"	"0.999999960808529"	""	"0.999999999971976"	""	"0.999999999979186"	""	"8488123.42631368"	"6435796.56375965"	"5627485.02445042"	"13298516.2184114"	"76.86"	"38.96"	""	"8.73"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"Not Found"	"High"	"Not Found"	"High"	"High"	"High"	"1"	""
"-6663006912891964006"	"False"	"High"	"IsMasterProtein"	"SMED3_DN10756_c0_g1_i3.p1"	"SMED3_DN10756_c0_g1_i3.p1"	"0.000"	"19.062"	"17"	"5"	"18"	"5"	"394"	"44.8"	"8.50"	"206"	"5"	""	""	""	""	""	"SMED3_DN10756_c0_g1_i3.p1"	""	""	""	""	"0"	"1.217"	"0.010"	"0.779"	"0.010"	"0.640"	"100.000"	"0.999999960808529"	""	"0.999999999971976"	""	"0.999999999979186"	""	"2375682.01459886"	"2890992.59024959"	""	"1850324.15108676"	"122.86"	"74.20"	""	"76.09"	"High"	"Not Found"	"Peak Found"	"High"	"High"	"High"	"Not Found"	"Not Found"	"Not Found"	"High"	"High"	"Peak Found"	"1"	""
"2294609908681531462"	"False"	"High"	"IsMasterProtein"	"SMED3_DN16666_c0_g1_i1.p1"	"SMED3_DN16666_c0_g1_i1.p1"	"0.000"	"19.056"	"20"	"6"	"27"	"6"	"388"	"45.5"	"6.64"	"101"	"6"	""	""	""	""	""	"SMED3_DN16666_c0_g1_i1.p1"	""	""	""	""	"0"	"6.477"	"10.926"	"0.922"	"1.687"	"0.142"	"0.084"	"0.82001888788911"	""	"0.999999999971976"	""	"0.999999999979186"	""	"2165352.31062486"	"14025671.5076382"	"23657803.4230242"	"1997226.53453558"	"118.61"	"33.75"	""	"77.55"	"High"	"Peak Found"	"Not Found"	"High"	"High"	"High"	"Not Found"	"High"	"Not Found"	"High"	"Peak Found"	"Peak Found"	"1"	""
"-2883871606411014278"	"False"	"High"	"IsMasterProtein"	"SMED3_DN31432_c0_g1_i2.p1"	"SMED3_DN31432_c0_g1_i2.p1"	"0.000"	"19.048"	"14"	"7"	"14"	"7"	"551"	"61.0"	"5.00"	"92"	"7"	""	""	""	""	""	"SMED3_DN31432_c0_g1_i2.p1"	""	""	""	""	"0"	"3.315"	"0.561"	"2.681"	"0.169"	"0.809"	"4.784"	""	""	""	"0.486342338186645"	"0.999999999979186"	"0.819235754506947"	"2004337.91666667"	"6644447.65929663"	"1123439.56189405"	"5374492.22679117"	""	"89.69"	"96.96"	"89.60"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"1"	""
"-8815657487289719060"	"False"	"High"	"IsMasterProtein"	"SMED3_DN5990_c0_g1_i2.p1"	"SMED3_DN5990_c0_g1_i2.p1"	"0.000"	"19.034"	"22"	"4"	"33"	"4"	"131"	"15.1"	"10.78"	"225"	"4"	""	""	""	""	""	"SMED3_DN5990_c0_g1_i2.p1"	""	""	""	""	"0"	"2.356"	"2.073"	"2.317"	"0.880"	"0.983"	"1.117"	"0.789862513301136"	"0.673736667829173"	"0.999999999971976"	"0.999999960583619"	"0.999999999979186"	"0.999999999609416"	"21044959.2424028"	"49580072.8796726"	"43636592.6579595"	"48753447.1612069"	"77.14"	"24.59"	"16.07"	"22.63"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Acetyl [N-Term]"
"5054366344242227852"	"False"	"High"	"IsMasterProtein"	"SMED3_DN4950_c0_g1_i1.p1"	"SMED3_DN4950_c0_g1_i1.p1"	"0.000"	"18.998"	"20"	"7"	"24"	"7"	"364"	"40.3"	"9.29"	"163"	"7"	""	""	""	""	""	"SMED3_DN4950_c0_g1_i1.p1"	""	""	""	""	"0"	"3.781"	"1.922"	"2.027"	"0.508"	"0.536"	"1.055"	"0.894594181593919"	""	"0.999999999971976"	""	"0.999999999979186"	""	"2683313.63259571"	"10144771.3972719"	"5157122.72101351"	"5438531.62870636"	"114.64"	"15.25"	""	"52.81"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"Not Found"	"High"	"Peak Found"	"High"	"High"	"Peak Found"	"1"	""
"3171387062687834505"	"False"	"High"	"IsMasterProtein"	"SMED3_DN1495_c0_g2_i2.p1"	"SMED3_DN1495_c0_g2_i2.p1"	"0.000"	"18.969"	"47"	"4"	"35"	"4"	"109"	"12.4"	"4.01"	"279"	"4"	""	""	""	""	""	"SMED3_DN1495_c0_g2_i2.p1"	""	""	""	""	"0"	"0.220"	"1.391"	"0.437"	"6.321"	"1.985"	"0.314"	"0.490084512698553"	"0.999999997659797"	"0.999999999971976"	"0.0933961749925271"	"0.999999999979186"	"0.276826079823147"	"9720759.33061522"	"2139229.84963775"	"13521473.6711786"	"4247322.22047456"	"61.54"	"7.02"	"31.78"	"57.05"	"Not Found"	"High"	"High"	"Not Found"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"Peak Found"	"High"	"1"	""
"-4549837341477286818"	"False"	"High"	"IsMasterProtein"	"SMED3_DN23_c0_g1_i5.p1"	"SMED3_DN23_c0_g1_i5.p1"	"0.000"	"18.856"	"17"	"5"	"18"	"5"	"504"	"56.8"	"6.60"	"115"	"5"	""	""	""	""	""	"SMED3_DN23_c0_g1_i5.p1"	""	""	""	""	"0"	"6.436"	"0.963"	"7.525"	"0.150"	"1.169"	"7.815"	"0.966966112328776"	""	"0.999999999971976"	""	"0.999999999979186"	""	"633029.570036846"	"4074222.46404324"	"609552.938454589"	"4763528.85238076"	"29.69"	"100.69"	""	"25.51"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"Not Found"	"Not Found"	"High"	"High"	"Not Found"	"1"	""
"-7157421383060299163"	"False"	"High"	"IsMasterProtein"	"SMED3_DN2277_c0_g1_i2.p1"	"SMED3_DN2277_c0_g1_i2.p1"	"0.000"	"18.839"	"9"	"6"	"17"	"6"	"718"	"82.6"	"5.10"	"110"	"6"	""	""	""	""	""	"SMED3_DN2277_c0_g1_i2.p1"	""	""	""	""	"0"	"2.193"	"1.435"	"0.243"	"0.654"	"0.111"	"0.169"	""	""	""	"0.999999960583619"	"0.836938256607604"	"0.449227219419872"	"3688126.33333333"	"8089447.16539467"	"5294076.4606335"	"895559.181949729"	""	"50.01"	"61.28"	"71.43"	"High"	"Not Found"	"Not Found"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"1"	""
"-4455805929131717904"	"False"	"High"	"IsMasterProtein"	"SMED3_DN11451_c0_g1_i3.p1"	"SMED3_DN11451_c0_g1_i3.p1"	"0.000"	"18.808"	"17"	"5"	"28"	"5"	"266"	"30.3"	"8.75"	"144"	"5"	""	""	""	""	""	"SMED3_DN11451_c0_g1_i3.p1"	""	""	""	""	"0"	"1.582"	"3.310"	"0.961"	"2.092"	"0.607"	"0.290"	"0.999999960808529"	"0.077040753812905"	"0.999999999971976"	"0.120145324385158"	"0.999999999979186"	"0.0414782981572858"	"10825877.3485553"	"17128802.3307691"	"35831449.2563063"	"10404673.2794347"	"15.51"	"50.94"	"20.35"	"13.57"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"Peak Found"	"1"	""
