"Proteins Unique Sequence ID"	"Checked"	"Protein FDR Confidence: Combined"	"Master"	"Accession"	"Description"	"Exp. q-value: Combined"	"Sum PEP Score"	"Coverage [%]"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# AAs"	"MW [kDa]"	"calc. pI"	"Score Mascot: Mascot"	"# Peptides (by Search Engine): Mascot"	"Biological Process"	"Cellular Component"	"Molecular Function"	"Pfam IDs"	"Entrez Gene ID"	"Gene ID"	"Ensembl Gene ID"	"Gene Symbol"	"Reactome Pathways"	"WikiPathways"	"# Protein Pathway Groups"	"Abundance Ratio: (head) / (body)"	"Abundance Ratio: (mucus) / (body)"	"Abundance Ratio: (pharynx) / (body)"	"Abundance Ratio: (mucus) / (head)"	"Abundance Ratio: (pharynx) / (head)"	"Abundance Ratio: (pharynx) / (mucus)"	"Abundance Ratio Adj. P-Value: (head) / (body)"	"Abundance Ratio Adj. P-Value: (mucus) / (body)"	"Abundance Ratio Adj. P-Value: (pharynx) / (body)"	"Abundance Ratio Adj. P-Value: (mucus) / (head)"	"Abundance Ratio Adj. P-Value: (pharynx) / (head)"	"Abundance Ratio Adj. P-Value: (pharynx) / (mucus)"	"Abundances (Grouped): body"	"Abundances (Grouped): head"	"Abundances (Grouped): mucus"	"Abundances (Grouped): pharynx"	"Abundances (Grouped) CV [%]: body"	"Abundances (Grouped) CV [%]: head"	"Abundances (Grouped) CV [%]: mucus"	"Abundances (Grouped) CV [%]: pharynx"	"Found in Sample: [S2] F2: Sample, 2, body"	"Found in Sample: [S6] F6: Sample, 6, body"	"Found in Sample: [S10] F10: Sample, 10, body"	"Found in Sample: [S1] F1: Sample, 1, head"	"Found in Sample: [S5] F5: Sample, 5, head"	"Found in Sample: [S9] F9: Sample, 9, head"	"Found in Sample: [S4] F4: Sample, 4, mucus"	"Found in Sample: [S8] F8: Sample, 8, mucus"	"Found in Sample: [S12] F12: Sample, 12, mucus"	"Found in Sample: [S3] F3: Sample, 3, pharynx"	"Found in Sample: [S7] F7: Sample, 7, pharynx"	"Found in Sample: [S11] F11: Sample, 11, pharynx"	"# Protein Groups"	"Modifications"
"2038365100568814955"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN25315_c0_g2_i1.p1"	"ONUN2_DN25315_c0_g2_i1.p1"	"0.000"	"22.367"	"20"	"7"	"55"	"7"	"383"	"43.8"	"5.16"	"507"	"7"	""	""	""	""	""	"ONUN2_DN25315_c0_g2_i1.p1"	""	""	""	""	"0"	"2.062"	"1.578"	"1.622"	"0.765"	"0.787"	"1.028"	"0.999999999853134"	"0.999999999117813"	"0.999999999999392"	"0.854786762534024"	"0.999999999988872"	"0.999999999645348"	"8343348.91542854"	"17207886.3372526"	"13169349.0339061"	"13536038.7543676"	"69.05"	"26.57"	"88.16"	"46.34"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"1"	""
"-675352131805320926"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN9094_c0_g1_i9.p1"	"ONUN2_DN9094_c0_g1_i9.p1"	"0.000"	"22.339"	"25"	"5"	"112"	"4"	"191"	"22.3"	"5.82"	"1834"	"5"	""	""	""	""	""	"ONUN2_DN9094_c0_g1_i9.p1"	""	""	""	""	"0"	"3.934"	"8.198"	"0.471"	"2.084"	"0.120"	"0.057"	""	""	""	"0.99999999999899"	""	""	"3878323.14726713"	"15257678.3340328"	"31793645.8590595"	"1826556.19473805"	""	"70.72"	"93.48"	""	"High"	"Not Found"	"Not Found"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"High"	"Not Found"	"Not Found"	"1"	""
"5994886771476992761"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN104134_c0_g1_i1.p1"	"ONUN2_DN104134_c0_g1_i1.p1"	"0.000"	"22.331"	"27"	"4"	"10"	"4"	"247"	"26.3"	"7.81"	"146"	"4"	""	""	""	""	""	"ONUN2_DN104134_c0_g1_i1.p1"	""	""	""	""	"0"	""	"100.000"	""	"100.000"	""	"0.010"	""	""	""	""	""	""	""	""	"118040652.193621"	""	""	""	"71.70"	""	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"High"	"High"	"Not Found"	"Not Found"	"1"	""
"-8924224022627587210"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN578_c0_g1_i1.p1"	"ONUN2_DN578_c0_g1_i1.p1"	"0.000"	"22.306"	"18"	"8"	"21"	"8"	"508"	"59.6"	"7.83"	"109"	"8"	""	""	""	""	""	"ONUN2_DN578_c0_g1_i1.p1"	""	""	""	""	"0"	"10.168"	"1.691"	"2.364"	"0.166"	"0.232"	"1.398"	"0.110050629948736"	""	"0.999999999999392"	""	"0.368545283542149"	""	"1189315.90354783"	"12092419.5049939"	"2011278.61944416"	"2811324.53167454"	"33.97"	"25.91"	""	"57.03"	"Peak Found"	"Not Found"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"1"	""
"-716118827982553262"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN1706_c0_g1_i3.p1"	"ONUN2_DN1706_c0_g1_i3.p1"	"0.000"	"22.300"	"9"	"7"	"20"	"7"	"833"	"95.9"	"5.77"	"179"	"7"	""	""	""	""	""	"ONUN2_DN1706_c0_g1_i3.p1"	""	""	""	""	"0"	"2.116"	"0.592"	"1.114"	"0.280"	"0.526"	"1.882"	"0.494701609519211"	"0.999999999117813"	"0.999999999999392"	"0.312559807620529"	"0.531186329889873"	"0.999999999645348"	"4448464.86130242"	"9413725.42629317"	"2631639.83000766"	"4953794.89259375"	"47.69"	"30.86"	"39.61"	"58.38"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"Not Found"	"Peak Found"	"High"	"Peak Found"	"High"	"1"	""
"2339616706004799221"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN5014_c0_g1_i1.p1"	"ONUN2_DN5014_c0_g1_i1.p1"	"0.000"	"22.289"	"13"	"9"	"16"	"9"	"770"	"89.8"	"6.61"	"78"	"9"	""	""	""	""	""	"ONUN2_DN5014_c0_g1_i1.p1"	""	""	""	""	"0"	"1.927"	"0.406"	"0.379"	"0.211"	"0.197"	"0.933"	"0.693635719859459"	"0.215560523083438"	"0.921893247561754"	"0.0796117509697115"	"0.139144873935933"	"0.999999999645348"	"6130561.14757105"	"11814402.7398554"	"2488721.53054201"	"2321641.02794713"	"29.44"	"55.81"	"10.89"	"18.15"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"1"	""
"6773387898326725873"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN5235_c0_g1_i1.p1"	"ONUN2_DN5235_c0_g1_i1.p1"	"0.000"	"22.281"	"19"	"6"	"26"	"6"	"352"	"40.8"	"6.64"	"168"	"6"	""	""	""	""	""	"ONUN2_DN5235_c0_g1_i1.p1"	""	""	""	""	"0"	"1.630"	"4.118"	"0.734"	"2.526"	"0.450"	"0.178"	"0.363941352380004"	"0.0174531724961612"	"0.999999999999392"	"0.124404739625677"	"0.42335387047801"	"0.0124815905101843"	"5831446.27180544"	"9506174.45312949"	"24012479.9294619"	"4279903.70883493"	"25.47"	"51.24"	"22.51"	"15.10"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"1"	""
"-6600893645570635851"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN7619_c0_g1_i1.p1"	"ONUN2_DN7619_c0_g1_i1.p1"	"0.000"	"22.266"	"13"	"6"	"43"	"6"	"517"	"56.5"	"5.45"	"279"	"6"	""	""	""	""	""	"ONUN2_DN7619_c0_g1_i1.p1"	""	""	""	""	"0"	"1.472"	"3.554"	"1.314"	"2.414"	"0.893"	"0.370"	"0.999999999853134"	"0.999999999117813"	"0.999999999999392"	"0.99999999999899"	"0.999999999988872"	"0.999999999645348"	"9567591.47019855"	"14083064.6261416"	"34002178.8570393"	"12570474.6637839"	"68.92"	"49.36"	"83.66"	"50.99"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"1"	""
"746587386318321074"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN1717_c0_g1_i15.p1"	"ONUN2_DN1717_c0_g1_i15.p1"	"0.000"	"22.265"	"11"	"6"	"10"	"6"	"766"	"87.3"	"9.19"	"97"	"6"	""	""	""	""	""	"ONUN2_DN1717_c0_g1_i15.p1"	""	""	""	""	"0"	"3.502"	"0.861"	"0.759"	"0.246"	"0.217"	"0.881"	""	""	""	""	""	""	"1103213.99189271"	"3862989.33333333"	"949784.912282475"	"837033.973743117"	"55.64"	""	""	""	"Peak Found"	"Peak Found"	"High"	"Not Found"	"High"	"High"	"Not Found"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"High"	"1"	"Acetyl [N-Term]"
"4607094541022143882"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN3243_c0_g1_i2.p1"	"ONUN2_DN3243_c0_g1_i2.p1"	"0.000"	"22.261"	"16"	"5"	"36"	"5"	"352"	"38.0"	"7.33"	"728"	"5"	""	""	""	""	""	"ONUN2_DN3243_c0_g1_i2.p1"	""	""	""	""	"0"	"1.207"	"2.600"	"0.689"	"2.155"	"0.571"	"0.265"	"0.999999999853134"	"0.759332532129317"	"0.999999999999392"	"0.949209458045204"	"0.999999999988872"	"0.567878528932233"	"5149556.32788455"	"6214168"	"13388432.9769508"	"3547644.73269472"	"52.50"	"37.61"	"99.21"	"69.69"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"1"	""
"19905927943679979"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN367_c0_g4_i1.p1"	"ONUN2_DN367_c0_g4_i1.p1"	"0.000"	"22.243"	"13"	"7"	"19"	"7"	"504"	"57.5"	"7.43"	"174"	"7"	""	""	""	""	""	"ONUN2_DN367_c0_g4_i1.p1"	""	""	""	""	"0"	"1.633"	"2.173"	"0.636"	"1.331"	"0.390"	"0.293"	"0.923317913455662"	"0.877607594295194"	"0.999999999999392"	"0.99999999999899"	"0.961557609749138"	"0.696237778307584"	"16581670.7489042"	"27072759.0701305"	"36038435.9013402"	"10551341.7489735"	"53.88"	"31.37"	"74.30"	"29.49"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"High"	"1"	""
"1547281973066604056"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN9801_c0_g1_i12.p1"	"ONUN2_DN9801_c0_g1_i12.p1"	"0.000"	"22.234"	"9"	"7"	"18"	"7"	"587"	"65.8"	"5.67"	"182"	"7"	""	""	""	""	""	"ONUN2_DN9801_c0_g1_i12.p1"	""	""	""	""	"0"	"100.000"	"100.000"	"100.000"	"10.711"	"2.028"	"0.189"	""	""	""	"0.886646763234877"	""	""	""	"3734074.13259627"	"39997523.4447323"	"7574408.55361062"	""	"131.71"	"116.40"	""	"High"	"Not Found"	"Not Found"	"High"	"Peak Found"	"Not Found"	"High"	"Not Found"	"High"	"High"	"Not Found"	"Not Found"	"1"	""
"6081274134212071802"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN11574_c0_g1_i1.p1"	"ONUN2_DN11574_c0_g1_i1.p1"	"0.000"	"22.205"	"22"	"6"	"58"	"4"	"284"	"32.9"	"4.72"	"1088"	"6"	""	""	""	""	""	"ONUN2_DN11574_c0_g1_i1.p1"	""	""	""	""	"0"	"0.010"	"0.010"	"0.010"	""	""	""	""	""	""	""	""	""	"4311283.94936187"	""	""	""	"51.55"	""	""	""	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Peak Found"	"1"	""
"3156081421100969468"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN23911_c0_g1_i1.p1"	"ONUN2_DN23911_c0_g1_i1.p1"	"0.000"	"22.197"	"13"	"4"	"26"	"3"	"372"	"38.6"	"9.32"	"315"	"4"	""	""	""	""	""	"ONUN2_DN23911_c0_g1_i1.p1"	""	""	""	""	"0"	"0.315"	"1.770"	"0.387"	"5.618"	"1.227"	"0.218"	"0.806836016661963"	"0.999999999117813"	"0.999999999999392"	"0.508787394723401"	"0.999999999988872"	"0.787799663008732"	"15291621.3459713"	"4817213"	"27061336.884154"	"5912102.24178641"	"47.98"	"23.42"	"116.94"	"85.03"	"Peak Found"	"Not Found"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"Not Found"	"Peak Found"	"High"	"High"	"High"	"1"	""
"-3199310835638767384"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN76_c0_g1_i7.p1"	"ONUN2_DN76_c0_g1_i7.p1"	"0.000"	"22.188"	"43"	"5"	"17"	"5"	"182"	"20.6"	"6.24"	"289"	"5"	""	""	""	""	""	"ONUN2_DN76_c0_g1_i7.p1"	""	""	""	""	"0"	"100.000"	"100.000"	"100.000"	"0.113"	"0.166"	"1.471"	""	""	""	""	""	""	""	"8224465.5850083"	"926328.761397158"	"1362482.20388692"	""	"75.70"	""	""	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"Not Found"	"Peak Found"	"Not Found"	"High"	"High"	"High"	"1"	""
"-8357564970245428476"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN4639_c0_g1_i7.p1"	"ONUN2_DN4639_c0_g1_i7.p1"	"0.000"	"22.139"	"11"	"6"	"12"	"6"	"925"	"104.5"	"5.83"	"185"	"6"	""	""	""	""	""	"ONUN2_DN4639_c0_g1_i7.p1"	""	""	""	""	"0"	"2.278"	"1.576"	"0.377"	"0.692"	"0.166"	"0.239"	""	""	""	"0.99999999999899"	"0.549047277354664"	"0.536086444743507"	"2798182.17676729"	"6375324.22238299"	"4410285.24275902"	"1055216.08281662"	""	"48.90"	"1.22"	"60.22"	"Peak Found"	"Not Found"	"Not Found"	"High"	"High"	"High"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"High"	"1"	""
"-3220482648639821996"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN15012_c0_g1_i1.p1"	"ONUN2_DN15012_c0_g1_i1.p1"	"0.000"	"22.129"	"20"	"7"	"34"	"7"	"352"	"38.2"	"7.20"	"180"	"7"	""	""	""	""	""	"ONUN2_DN15012_c0_g1_i1.p1"	""	""	""	""	"0"	"3.728"	"2.700"	"2.014"	"0.724"	"0.540"	"0.746"	"0.624898701890307"	"0.999999999117813"	"0.999999999999392"	"0.99999999999899"	"0.916063208661584"	"0.999999999645348"	"2691938.01529509"	"10035182.8317761"	"7268167.51661996"	"5421140.4415787"	"90.02"	"79.26"	"85.40"	"57.72"	"High"	"Not Found"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"High"	"1"	""
"2163723527934041007"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN12790_c0_g1_i2.p1"	"ONUN2_DN12790_c0_g1_i2.p1"	"0.000"	"22.118"	"20"	"3"	"39"	"3"	"147"	"18.0"	"8.56"	"391"	"3"	""	""	""	""	""	"ONUN2_DN12790_c0_g1_i2.p1"	""	""	""	""	"0"	"0.506"	"17.892"	"0.273"	"35.356"	"0.540"	"0.015"	"0.999999999853134"	"0.0748920870068559"	"0.999999999999392"	"0.0535647111179529"	"0.999999999988872"	"0.0410146495563029"	"17921162.5232388"	"9068838.85618447"	"320636547.451833"	"4895521.35877693"	"101.88"	"23.71"	"68.86"	"76.03"	"High"	"High"	"Peak Found"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"1"	""
"7838585079028868737"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN8716_c0_g1_i11.p1"	"ONUN2_DN8716_c0_g1_i11.p1"	"0.000"	"22.118"	"24"	"4"	"68"	"2"	"194"	"21.2"	"5.59"	"992"	"4"	""	""	""	""	""	"ONUN2_DN8716_c0_g1_i11.p1"	""	""	""	""	"0"	"0.547"	"1.325"	"0.393"	"2.423"	"0.718"	"0.296"	"0.906372975452449"	"0.999999999117813"	"0.999999999999392"	"0.897995393486109"	"0.999999999988872"	"0.999999999645348"	"10489554.3280988"	"5738156.85905336"	"13902844.7984838"	"4117742.91198098"	"87.83"	"7.42"	"56.79"	"100.70"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"5979293461177348588"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN766_c1_g1_i3.p1"	"ONUN2_DN766_c1_g1_i3.p1"	"0.000"	"22.107"	"19"	"8"	"12"	"8"	"468"	"53.3"	"8.76"	"153"	"8"	""	""	""	""	""	"ONUN2_DN766_c1_g1_i3.p1"	""	""	""	""	"0"	"2.569"	"1.184"	"0.562"	"0.461"	"0.219"	"0.474"	"0.65503627104986"	"0.999999999117813"	"0.999999999999392"	"0.951231687511492"	"0.381908636305279"	"0.658919748337221"	"11585750.7860326"	"29765972.5079903"	"13721482.9572955"	"6510216.89191054"	"67.72"	"16.25"	"55.07"	"50.87"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"-6988176798082986244"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN12204_c0_g1_i2.p1"	"ONUN2_DN12204_c0_g1_i2.p1"	"0.000"	"22.070"	"14"	"8"	"20"	"8"	"789"	"88.3"	"5.14"	"78"	"8"	""	""	""	""	""	"ONUN2_DN12204_c0_g1_i2.p1"	""	""	""	""	"0"	"0.909"	"0.010"	"0.377"	"0.010"	"0.414"	"100.000"	""	""	""	""	"0.926100012572486"	""	"4116449.19902808"	"3742471"	""	"1550410.47727506"	""	"56.22"	""	"56.17"	"High"	"Not Found"	"High"	"High"	"High"	"High"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"High"	"1"	""
"-5167373878612345920"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN3033_c0_g1_i5.p1"	"ONUN2_DN3033_c0_g1_i5.p1"	"0.000"	"22.064"	"28"	"7"	"17"	"7"	"311"	"36.6"	"4.83"	"215"	"7"	""	""	""	""	""	"ONUN2_DN3033_c0_g1_i5.p1"	""	""	""	""	"0"	"0.472"	"0.470"	"0.666"	"0.996"	"1.412"	"1.418"	"0.999999999853134"	"0.999999999117813"	"0.999999999999392"	"0.99999999999899"	"0.999999999988872"	"0.999999999645348"	"11048376.845423"	"5210252.46653543"	"5188577.4171025"	"7357482.13404794"	"55.29"	"84.25"	"59.54"	"9.48"	"Peak Found"	"Peak Found"	"Not Found"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"-4199848230333434661"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN5673_c0_g1_i2.p1"	"ONUN2_DN5673_c0_g1_i2.p1"	"0.000"	"22.056"	"10"	"5"	"27"	"5"	"516"	"57.8"	"7.36"	"285"	"5"	""	""	""	""	""	"ONUN2_DN5673_c0_g1_i2.p1"	""	""	""	""	"0"	"5.673"	"3.129"	"2.094"	"0.552"	"0.369"	"0.669"	"0.352663156018505"	"0.999999999117813"	"0.999999999999392"	"0.99999999999899"	"0.635304955888504"	"0.999999999645348"	"3214962.13917606"	"18237071.00861"	"10059880.223375"	"6732675.35270329"	"85.99"	"34.04"	"79.13"	"64.88"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"Peak Found"	"Not Found"	"High"	"High"	"Peak Found"	"High"	"1"	""
"1907760454702189021"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN1902_c0_g1_i22.p1"	"ONUN2_DN1902_c0_g1_i22.p1"	"0.000"	"22.001"	"24"	"7"	"67"	"4"	"249"	"28.6"	"5.88"	"760"	"7"	""	""	""	""	""	"ONUN2_DN1902_c0_g1_i22.p1"	""	""	""	""	"0"	"0.382"	"0.346"	"1.414"	"0.905"	"3.704"	"4.091"	"0.999999999853134"	"0.999999999117813"	"0.999999999999392"	"0.99999999999899"	"0.847470076301305"	"0.811503142656316"	"32894078.6749306"	"12554638.5159708"	"11366622.2755473"	"46505092.6510878"	"66.25"	"72.97"	"88.24"	"26.73"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"High"	"High"	"High"	"High"	"1"	""
"1183345453764174240"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN2651_c0_g1_i5.p1"	"ONUN2_DN2651_c0_g1_i5.p1"	"0.000"	"21.994"	"8"	"7"	"18"	"7"	"990"	"115.2"	"9.23"	"175"	"7"	""	""	""	""	""	"ONUN2_DN2651_c0_g1_i5.p1"	""	""	""	""	"0"	"1.839"	"19.677"	"0.961"	"10.701"	"0.523"	"0.049"	""	""	""	""	""	""	"688562.283639099"	"1266151.16666667"	"13549116.0346564"	"661741.834618902"	""	""	"92.22"	""	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"High"	"High"	"High"	"Peak Found"	"Not Found"	"Not Found"	"1"	""
"2392548712927366195"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN34_c0_g1_i16.p1"	"ONUN2_DN34_c0_g1_i16.p1"	"0.000"	"21.987"	"13"	"6"	"49"	"2"	"520"	"60.9"	"8.50"	"495"	"6"	""	""	""	""	""	"ONUN2_DN34_c0_g1_i16.p1"	""	""	""	""	"0"	"4.303"	"1.361"	"3.019"	"0.316"	"0.702"	"2.218"	"0.442686274630334"	""	"0.999999999999392"	""	"0.999999999988872"	""	"2570657.2732612"	"11060555.3867271"	"3499728.9015755"	"7761455.08933839"	"57.63"	"30.07"	""	"59.78"	"High"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"Not Found"	"Not Found"	"High"	"Peak Found"	"High"	"1"	""
"3439262566633384304"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN135240_c0_g1_i1.p1"	"ONUN2_DN135240_c0_g1_i1.p1"	"0.000"	"21.981"	"50"	"4"	"14"	"4"	"100"	"10.9"	"4.84"	"186"	"4"	""	""	""	""	""	"ONUN2_DN135240_c0_g1_i1.p1"	""	""	""	""	"0"	"100.000"	"100.000"	"100.000"	"0.500"	"1.774"	"3.548"	""	""	""	""	""	""	""	"8543476.4275794"	"4272710.05277227"	"15158804.9354701"	""	""	"158.37"	""	"High"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"High"	"Peak Found"	"High"	"High"	"Not Found"	"Not Found"	"1"	""
"6575648243805037668"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN16349_c0_g1_i1.p1"	"ONUN2_DN16349_c0_g1_i1.p1"	"0.000"	"21.963"	"22"	"7"	"26"	"7"	"381"	"44.5"	"5.50"	"314"	"7"	""	""	""	""	""	"ONUN2_DN16349_c0_g1_i1.p1"	""	""	""	""	"0"	"2.758"	"0.502"	"0.974"	"0.182"	"0.353"	"1.941"	"0.935556235350449"	"0.999999999117813"	"0.999999999999392"	"0.800173673513694"	"0.999999999988872"	"0.999999999645348"	"5708639.45188484"	"15745136.7320909"	"2865016.04501169"	"5560137.8064406"	"9.86"	"13.74"	"133.45"	"98.15"	"Peak Found"	"Not Found"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Not Found"	"High"	"1"	""
"3203658965792482532"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN38917_c0_g1_i1.p1"	"ONUN2_DN38917_c0_g1_i1.p1"	"0.000"	"21.956"	"48"	"4"	"24"	"4"	"106"	"12.0"	"7.36"	"239"	"4"	""	""	""	""	""	"ONUN2_DN38917_c0_g1_i1.p1"	""	""	""	""	"0"	"0.408"	"0.359"	"0.381"	"0.880"	"0.932"	"1.059"	"0.999999999853134"	"0.999999999117813"	"0.999999999999392"	"0.99999999999899"	"0.999999999988872"	"0.999999999645348"	"15612961.2623169"	"6376473.21548913"	"5611847.96247315"	"5945315.84979631"	"40.95"	"73.31"	"84.01"	"134.67"	"High"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"1"	""
"7782940172289051719"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN10787_c0_g1_i2.p1"	"ONUN2_DN10787_c0_g1_i2.p1"	"0.000"	"21.939"	"15"	"8"	"12"	"8"	"598"	"69.8"	"8.82"	"97"	"8"	""	""	""	""	""	"ONUN2_DN10787_c0_g1_i2.p1"	""	""	""	""	"0"	"5.222"	"0.010"	"0.010"	"0.010"	"0.010"	""	""	""	""	""	""	""	"1162221.96494758"	"6068947.13160406"	""	""	""	"68.57"	""	""	"Peak Found"	"Peak Found"	"Not Found"	"Peak Found"	"High"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"1"	""
"2177393250172991673"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN3237_c0_g1_i7.p1"	"ONUN2_DN3237_c0_g1_i7.p1"	"0.000"	"21.939"	"14"	"4"	"38"	"4"	"316"	"34.8"	"4.28"	"689"	"4"	""	""	""	""	""	"ONUN2_DN3237_c0_g1_i7.p1"	""	""	""	""	"0"	"0.079"	"2.467"	"0.334"	"31.430"	"4.255"	"0.135"	""	"0.999999999117813"	"0.999999999999392"	""	""	"0.616793854607418"	"12654238.6769834"	"993372.916666667"	"31221669.3069241"	"4226552.29560072"	"41.53"	""	"110.29"	"96.31"	"High"	"High"	"High"	"Not Found"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"2204964902189308154"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN12142_c0_g1_i1.p1"	"ONUN2_DN12142_c0_g1_i1.p1"	"0.000"	"21.910"	"43"	"6"	"56"	"6"	"157"	"17.5"	"9.20"	"567"	"6"	""	""	""	""	""	"ONUN2_DN12142_c0_g1_i1.p1"	""	""	""	""	"0"	"0.511"	"0.063"	"0.585"	"0.123"	"1.145"	"9.298"	"0.999999999853134"	""	"0.999999999999392"	""	"0.999999999988872"	""	"53256801.0039123"	"27230609.1866558"	"3353421.45848656"	"31178958.0554406"	"81.83"	"71.33"	""	"91.10"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"High"	"High"	"High"	"High"	"1"	""
"5723244124403660536"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN8771_c0_g1_i1.p1"	"ONUN2_DN8771_c0_g1_i1.p1"	"0.000"	"21.902"	"31"	"5"	"22"	"5"	"203"	"23.6"	"8.76"	"255"	"5"	""	""	""	""	""	"ONUN2_DN8771_c0_g1_i1.p1"	""	""	""	""	"0"	"5.548"	"0.547"	"1.183"	"0.099"	"0.213"	"2.162"	""	""	""	"0.0211422083555696"	"0.163597674546523"	"0.593661916541868"	"3011004.62608308"	"16703677.0624656"	"1647998.1441354"	"3562865.21194876"	""	"30.56"	"35.94"	"5.30"	"Peak Found"	"Not Found"	"Not Found"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Not Found"	"High"	"1"	""
